gbs_customer_number,gbs_customer_name,risk_class,gbs_payment_term,order_number,invoice_number,item_family_name,item_product_type,collector_code,gbs_document_date,gbs_due_date,gbs_clearing_date,payment_days,days_to_pay,customer,gbs_amount_paid,bill_location_country_cd,ship_type,order_type_description,route_description,sales_rep_name,business_unit,reason_coding,invc_rjctn_sts,invc_rjctn_desc,trx_type,amnt_categ,product_category,biczincotrm
IE10_1000312425,TATUNG SYSTEM TECHNOLOGIES INC.,LOW,NT07,30473883.0,3700124138,CUSTOMER SERVICE,CS SOFTWARE,TW001,2015-03-02 00:00:00,2015-04-01 00:00:00,2015-03-03 00:00:00,-28.0,30.0,Good,169925,TW,,EMC Std. Sales Order,,"TIEN, HSIAO",IE10,,,,,High Pay,Product PS level 1,Ex Works
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,30673861.0,4000068227,CLARIION,HARDWARE,JP001,2015-08-18 00:00:00,2015-10-30 00:00:00,2015-09-30 00:00:00,-30.0,73.0,Good,137574,JP,Truck,Contract Eval,NL to JP - 5 - 7 Day Ground Direct,"MIURA, MASAHIRO",JP10,,0.0,,PROCESSED,High Pay,Product PS level 1,Delivered Duty Paid
IE10_1000494290,ECS INDO PTE LTD,HLD,NT07,30714433.0,3700145367,RECOVERPOINTSW,SOFTWARE,ID001,2015-09-29 00:00:00,2015-10-29 00:00:00,2015-11-12 00:00:00,14.0,30.0,Good,85165,SG,,EMC Std. Sales Order,,,IE10,,0.0,,PROCESSED,High Pay,Product PS level 1,Ex Works
SG10_1004057454,DAIMLER SOUTH EAST ASIA PTE LTD,NEW,NT07,320096431.0,4500020807,,SOFTWARE,SG001,2018-02-16 00:00:00,2018-03-18 00:00:00,2018-07-25 00:00:00,129.0,30.0,Bad,1,SG,,EMC Utility Charges,,,SG10,,,,,Low Pay,3rd Party HW Maint,Carriage and insurance paid to
JP10_1000252799,THE ROYAL BANK OF SCOTLAND,MED,EO10,40623553.0,4000076532,CUSTOMER SERVICE,CS HARDWARE,JP001,2016-01-28 00:00:00,2016-03-01 00:00:00,2016-02-24 00:00:00,-6.0,33.0,Good,15482,JP,,Service and Maint.,,,JP10,,0.0,,PROCESSED,Low Pay,RENEWAL,
JP10_1000223714,NEC CORPORATION,PLA,EO10,310618465.0,4000119399,UNIFIED,HARDWARE,JP001,2018-08-21 00:00:00,2018-09-30 00:00:00,,-36.0,40.0,Good,32088,JP,Air,EMC Std. Sales Order,IE to JP - 4 - 6 Day Air MIT JAPAN,"KOJIMA, HISASHI",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
IE10_1000344970,INGRAM MICRO INDIA PRIVATE LIMITED SINGAPORE BRANCH,HLD,NT07,,3700115594,,,IE007,2015-06-30 00:00:00,2015-06-30 00:00:00,2015-06-30 00:00:00,0.0,0.0,Good,-42617,,,,,,IE10,,,,,Low Pay,,
IE10_1000652350,"CHANGHONG IT (HONGKONG) INFORMATION PRODUCTS CO., LIMITED",LOW,,,H1508-130,,,CN001,2015-08-26 00:00:00,2015-08-26 00:00:00,2015-08-26 00:00:00,0.0,0.0,Good,-68817,,,,,,IE10,,,,,Low Pay,,
KR10_1000347892,SHINHAN BANK,LOW,NT07,50238003.0,4700021107,SYMMETRIX,CS SOFTWARE,KR001,2016-02-01 00:00:00,2016-02-01 00:00:00,2016-02-29 00:00:00,28.0,0.0,Bad,-22444,KR,,CS Credit Request,,,KR10,,0.0,,PROCESSED,Low Pay,RENEWAL,
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,NT07,30587841.0,3700124579,CUSTOMER SERVICE,CS SOFTWARE,IE007,2015-03-05 00:00:00,2015-04-04 00:00:00,2015-05-05 00:00:00,31.0,30.0,Bad,7059,IN,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Product PS level 1,Ex Works
IE10_1000196276,DIGITAL CHINA TECHNOLOGY LIMITED,LOW,NT10,310282299.0,3700194167,DATADOMAIN,SOFTWARE,CN001,2017-03-07 00:00:00,2017-04-21 00:00:00,2017-04-27 00:00:00,6.0,45.0,Good,5361,HK,Truck,EMC Std. Sales Order,IE to CN - 5 - 7 Day Ground Direct,"QUOTA HOUSE, PARTNER CN",IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000286570,"SYSAGE TECHNOLOGY CO., LTD.",LOW,NT07,320017370.0,3700162755,,CS SOFTWARE,TW001,2016-03-25 00:00:00,2016-04-24 00:00:00,2016-04-18 00:00:00,-6.0,30.0,Good,408,TW,,EMC Std. Sales Order,,"ZHANG, LIPING",IE10,,0.0,,PROCESSED,Low Pay,PPM Maint,Bill Recipient
JP10_1003870544,TECHMATRIX CORPORATION,LOW,EO10,310631388.0,4000118951,,CS SOFTWARE,JP001,2018-08-03 00:00:00,2018-09-30 00:00:00,,-36.0,58.0,Good,2297,JP,,EMC Std. Sales Order,,"NAKADA, MIDORI",JP10,,,,,Low Pay,PPM Maint,Bill Recipient
PH10_1000243065,"MSI-ECS (PHILS.), INC.",HI,,40549666.0,1250002388,XTREMIO,CS SOFTWARE,PH001,2015-09-23 00:00:00,2015-09-23 00:00:00,2015-12-08 00:00:00,76.0,0.0,Bad,-39439,PH,,Service and Maint.,,,PH10,,0.0,,PROCESSED,Low Pay,RENEWAL,
IE10_1000297533,DIGITAL CHINA TECHNOLOGY LIMITED,MED,,30692949.0,3700142346,MULTI PLATFORM,SOFTWARE,CN001,2015-09-24 00:00:00,2015-11-13 00:00:00,2015-09-25 00:00:00,-49.0,50.0,Good,-548,HK,,EMC Std. Sales Order,,"LIU, XIANG",IE10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000297533,DIGITAL CHINA TECHNOLOGY LIMITED,MED,LC07,310158868.0,3700179456,,HARDWARE,CN001,2016-09-28 00:00:00,2016-12-07 00:00:00,2016-12-22 00:00:00,15.0,70.0,Good,943315,HK,Truck,EMC Std. Sales Order,IE to CN - 5 - 7 Day Ground Direct,"JIANG, YI",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
JP10_1003870544,TECHMATRIX CORPORATION,LOW,EO10,320017207.0,4000079659,,CS SOFTWARE,JP001,2016-03-29 00:00:00,2016-04-30 00:00:00,2016-05-31 00:00:00,31.0,32.0,Bad,1689,JP,,EMC Std. Sales Order,,,JP10,,0.0,,PROCESSED,Low Pay,PPM Maint,Bill Recipient
JP10_1000234306,"NEC FIELDING, LTD.",LOW,EO10,40676924.0,4000084946,CUSTOMER SERVICE,CS SOFTWARE,JP001,2016-07-09 00:00:00,2016-08-30 00:00:00,2016-08-05 00:00:00,-25.0,52.0,Good,821,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Bill Recipient
NZ10_1000396382,FULTON HOGAN GROUP CORPORATE,HI,,,N100066181710ADK,,,NZ003,2018-06-21 00:00:00,2018-06-21 00:00:00,2018-06-21 00:00:00,0.0,0.0,Good,-4455,,,,,,NZ10,,,,,Low Pay,,
IE10_1000196276,DIGITAL CHINA TECHNOLOGY LIMITED,LOW,NT10,30701086.0,3700143696,UNIFIED,HARDWARE,CN001,2015-09-17 00:00:00,2015-11-01 00:00:00,2015-11-13 00:00:00,12.0,45.0,Good,92870,HK,,EMC Std. Sales Order,,,IE10,,0.0,,MANUAL EXCEL,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000297533,DIGITAL CHINA TECHNOLOGY LIMITED,MED,NT12,320021214.0,3700165005,,SOFTWARE,CN001,2016-04-12 00:00:00,2016-06-11 00:00:00,2016-06-21 00:00:00,10.0,60.0,Good,208,HK,Air,EMC Std. Sales Order,UPS WW Express Saver,"ZHANG, LIPING",IE10,,0.0,,PROCESSED,Low Pay,Product PS Level 2,Delivered Duty Paid
CN10_1000496347,BMW CHINA AUTOMOTIVE TRADING LIMITED,LOW,NT07,320028728.0,1050009363,,CS HARDWARE,CN002,2016-12-13 00:00:00,2017-01-12 00:00:00,2017-02-21 00:00:00,40.0,30.0,Bad,22274,CN,,EMC Utility Charges,,,CN10,,,,,Low Pay,PS SMS,Carriage and insurance paid to
CN10_1000046070,DHC SOFTWARE CO.LTD,NEW,,,SW1511-47/119,,,CN002,2015-11-27 00:00:00,2015-11-27 00:00:00,2015-11-27 00:00:00,0.0,0.0,Good,-168837,,,,,,CN10,,,,,Low Pay,,
AU12_1000044377,FUJITSU AUSTRALIA LIMITED,NEW,NT07,40666645.0,2700045951,CUSTOMER SERVICE,CS SOFTWARE,AU002,2016-06-20 00:00:00,2016-07-20 00:00:00,2016-07-25 00:00:00,5.0,30.0,Good,11467,AU,,Service and Maint.,,,AU12,,,,,Low Pay,RENEWAL,
JP10_1000355701,TOKYO ELECTRON DEVICE LIMITED,LOW,EO10,40756984.0,4000096143,CUSTOMER SERVICE,CS HARDWARE,JP001,2017-02-25 00:00:00,2017-03-30 00:00:00,2017-03-31 00:00:00,1.0,33.0,Good,13725,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,30673861.0,4000068227,CONNECTRIX,HARDWARE,JP001,2015-08-18 00:00:00,2015-10-30 00:00:00,2015-09-30 00:00:00,-30.0,73.0,Good,137574,JP,Truck,Contract Eval,NL to JP - 5 - 7 Day Ground Direct,"MIURA, MASAHIRO",JP10,,0.0,,PROCESSED,High Pay,Product PS level 1,Delivered Duty Paid
SG10_1000300318,PTC SYSTEM (S) PTE LTD,HI,,,OFFSET,,,SG001,2015-03-31 00:00:00,2015-03-31 00:00:00,2015-03-31 00:00:00,0.0,0.0,Good,-4584,,,,,,SG10,,,,,Low Pay,,
AU12_1003910218,DATACOM SYSTEMS PTY LTD,NEW,NT07,70202427.0,2700045906,CUSTOMER SERVICE,CS HARDWARE,AU001,2016-06-17 00:00:00,2016-07-28 00:00:00,2016-07-31 00:00:00,3.0,41.0,Good,354,AU,,EMC11i Field Service,,,AU12,,,,,Low Pay,FSTM,
SG10_1000299826,SUMITOMO MITSUI FINANCE AND LEASING (SINGAPORE) PTE LTD,LOW,,,17360117518585,,,SG002,2017-12-29 00:00:00,2017-12-29 00:00:00,2017-12-29 00:00:00,0.0,0.0,Good,0,,,,,,SG10,,,,,Low Pay,,
JP10_1000324746,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,30572667.0,4000058071,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-02-13 00:00:00,2015-04-29 00:00:00,2015-04-30 00:00:00,1.0,75.0,Good,1742,JP,,Contract Eval,,"TANAKA, MASATOSHI",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,NT07,30587841.0,3700124579,CUSTOMER SERVICE,CS HARDWARE,IE007,2015-03-05 00:00:00,2015-04-04 00:00:00,2015-05-05 00:00:00,31.0,30.0,Bad,7059,IN,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Product PS level 1,Ex Works
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,NT07,30587841.0,3700124579,UNIFIED,SOFTWARE,IE007,2015-03-05 00:00:00,2015-04-04 00:00:00,2015-05-05 00:00:00,31.0,30.0,Bad,7059,IN,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Product PS level 1,Ex Works
IE10_1003808194,"JOYOU DATA TECHNOLOGY LTD.,CO",HI,NT12,310035069.0,3700165426,UNIFIED,SOFTWARE,CN001,2016-04-19 00:00:00,2016-06-18 00:00:00,2016-06-10 00:00:00,-8.0,60.0,Good,236601,CN,Truck,EMC Std. Sales Order,IE to CN - 5 - 7 Day Ground Direct,"WU, ZULIN",IE10,,0.0,,MANUAL EXCEL,High Pay,Product PS level 1,Carriage and insurance paid to
MY10_1000497003,CTC GLOBAL SDN BHD,MED,NT12,40594056.0,4200006431,CUSTOMER SERVICE,CS SOFTWARE,MY002,2015-12-09 00:00:00,2016-02-07 00:00:00,2015-12-21 00:00:00,-48.0,60.0,Good,82032,MY,,Service and Maint.,,,MY10,,0.0,,PROCESSED,High Pay,RENEWAL,Ex Works
HK10_1000032089,NIKOYO (HK) LIMITED,LOW,,,H1603-276,,,HK001,2016-03-29 00:00:00,2016-03-29 00:00:00,2016-03-30 00:00:00,1.0,0.0,Good,-238792,,,,,,HK10,,,,,Low Pay,,
IE10_1000357013,NIKOYO (HK) LIMITED,HI,PP00,310210829.0,3700189412,ELASTIC CLOUD STORAGE,HARDWARE,CN001,2016-12-31 00:00:00,2016-12-31 00:00:00,2016-12-31 00:00:00,0.0,0.0,Good,540758,CN,Truck,EMC Std. Sales Order,IE to CN - 5 - 7 Day Ground Direct,"ZHANG, LEO",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
CN10_1003128415,"BEIJING LAN & WAN TECHNOLOGIES CO., LTD.",HI,NT07,40870016.0,1050011032,CUSTOMER SERVICE,CS HARDWARE,CN001,2018-01-10 00:00:00,2018-02-09 00:00:00,2018-01-12 00:00:00,-28.0,30.0,Good,4195,CN,,Service and Maint.,,,CN10,,,,,Low Pay,RENEWAL,
KR11_1000276871,WINSROAD INC,MED,LC08,310301247.0,2230015236,AVAMAR,SOFTWARE,KH001,2017-03-28 00:00:00,2017-07-06 00:00:00,2017-04-28 00:00:00,-69.0,100.0,Good,2648,KR,,EMC Std. Sales Order,,"RYEU, BUM SANG",KR11,,,,,Low Pay,Product PS level 1,Ex Works
KR11_1000641002,"OPENSNS, INC.",NEW,LC03,310029712.0,2230011795,UNIFIED,HARDWARE,KH001,2016-03-25 00:00:00,2016-08-02 00:00:00,2016-03-31 00:00:00,-124.0,130.0,Good,94100,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"CHO, HAN KWON",KR11,,0.0,,INTERNAL - FULLY PROCESSED,High Pay,Product PS level 1,Ex Works
TH10_1000197116,DIMENSION DATA (THAILAND) LIMITED,HI,NT12,,1708208557NREF,,,TH001,2017-03-24 00:00:00,2017-03-24 00:00:00,2017-03-24 00:00:00,0.0,0.0,Good,3609,,,,,,TH10,,,,,Low Pay,,
IE10_1000196276,DIGITAL CHINA TECHNOLOGY LIMITED,LOW,NT10,30692901.0,3700142635,DATADOMAIN,SOFTWARE,CN001,2015-09-07 00:00:00,2015-10-22 00:00:00,2015-11-13 00:00:00,22.0,45.0,Bad,12952,HK,Air,EMC Std. Sales Order,IE to CN - 4 - 6 Day Air MIT HK SCHENKER,,IE10,,0.0,,MANUAL EXCEL,Low Pay,Product PS level 1,Carriage and insurance paid to
AU12_1000452911,WOODSIDE ENERGY LTD,HI,NT07,30762946.0,2700043382,,PROFESSIONAL SERVICES,AU002,2016-02-16 00:00:00,2016-02-16 00:00:00,2016-02-23 00:00:00,7.0,0.0,Good,-19238,AU,,EMC Std. Sales Order,,"NEWARK, IAN",AU12,,0.0,,INTERNAL - FULLY PROCESSED,Low Pay,PS Level 2,Carriage and insurance paid to
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,NT07,30727778.0,3700147709,UNIFIED,HARDWARE,IE007,2015-10-22 00:00:00,2015-11-21 00:00:00,2015-12-16 00:00:00,25.0,30.0,Bad,8506,IN,,EMC Std. Sales Order,,,IE10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Ex Works
SG10_1003826340,THE BANK OF NEW YORK MELLON SINGAPORE BRANCH,HI,NT07,310256879.0,4500017202,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,SG002,2017-01-18 00:00:00,2017-02-17 00:00:00,2017-08-04 00:00:00,167.0,30.0,Bad,157495,SG,,EMC Std. Sales Order,,"TOH, BOONSIN",SG10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000242020,NETWORLD CORPORATION,LOW,EO14,30618300.0,4000062704,UNIFIED,HARDWARE,JP001,2015-04-30 00:00:00,2015-05-29 00:00:00,2015-06-01 00:00:00,3.0,29.0,Good,3450,JP,,EMC Std. Sales Order,,,JP10,,,,,Low Pay,Product PS Level 2,Delivered Duty Paid
IE10_1000228218,REDINGTON (INDIA) LIMITED,HI,NT07,310171306.0,3700180695,UNIFIED,HARDWARE,IE007,2016-10-06 00:00:00,2016-11-05 00:00:00,2016-11-24 00:00:00,19.0,30.0,Bad,7376,IN,Air,EMC Std. Sales Order,IE to IN - 4 - 6 Day Air MIT CORK,"MUNDALAMANI, MANJUNATH",IE10,,,,,Low Pay,Product PS level 1,Ex Works
KR11_1000364932,WOORIOLZESYSTEM,RED,LC09,310622049.0,2230018981,RECOVERPOINTSW,SOFTWARE,KH001,2018-07-06 00:00:00,2018-12-03 00:00:00,2018-07-24 00:00:00,-132.0,150.0,Good,14000,KR,,EMC Std. Sales Order,,"CHO, HAN KWON",KR11,,,,,Low Pay,Product PS level 1,Ex Works
JP10_1000249218,JAPAN BUSINESS SYSTEMS INC.,LOW,EO14,40632808.0,4000078440,CUSTOMER SERVICE,CS HARDWARE,JP001,2016-03-04 00:00:00,2016-05-30 00:00:00,2016-05-31 00:00:00,1.0,87.0,Good,2346,JP,,Service and Maint.,,,JP10,,0.0,,PROCESSED,Low Pay,RENEWAL,Delivered Duty Paid
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,310025789.0,4000079612,UNIFIED,SOFTWARE,JP001,2016-03-29 00:00:00,2016-06-30 00:00:00,2016-06-30 00:00:00,0.0,93.0,Good,236111,JP,,Contract Eval,,"QUOTA HOUSE, JAPAN",JP10,,0.0,,PROCESSED,High Pay,Product PS level 1,Delivered Duty Paid
JP10_1000024552,"MUFG BANK, LTD.",LOW,EO10,40532738.0,4000065919,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-07-10 00:00:00,2015-08-30 00:00:00,2015-07-31 00:00:00,-30.0,51.0,Good,943,JP,,Service and Maint.,,"TAKEYA, JUN",JP10,,,,,Low Pay,RENEWAL,
JP10_1000240784,"SUMITOMO MITSUI FINANCE AND LEASING COMPANY, LIMITED",LOW,NT07,30698412.0,4000071749,SYMSOFTWARE,SOFTWARE,JP001,2015-10-27 00:00:00,2015-11-26 00:00:00,2015-10-27 00:00:00,-30.0,30.0,Good,1294636,JP,,Lease Direct Funded,,"KIMURA, TOMONORI",JP10,,0.0,,PROCESSED,High Pay,LEASE,Delivered Duty Paid
SG10_1000511589,CREDIT SUISSE AG SINGAPORE BRANCH,NEW,NT07,310254531.0,4500016995,STORAGE RESOURCE MGMT,SOFTWARE,SG002,2016-12-29 00:00:00,2017-01-28 00:00:00,2017-02-24 00:00:00,27.0,30.0,Bad,42565,SG,,EMC Std. Sales Order,,"SEOW, KIM",SG10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
KR11_1000253185,"LG N-SYS CO., LTD",LOW,LC08,310105860.0,2230013337,,CS SOFTWARE,KH001,2016-09-08 00:00:00,2016-12-17 00:00:00,2016-09-09 00:00:00,-99.0,100.0,Good,22664,KR,,EMC Std. Sales Order,,"SEO, JUNSEO",KR11,,,,,Low Pay,Product PS level 1,Ex Works
JP10_1000223714,NEC CORPORATION,LOW,EO10,310270659.0,4000097020,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,JP001,2017-03-15 00:00:00,2017-05-09 00:00:00,2017-05-08 00:00:00,-1.0,55.0,Good,39727,JP,,EMC Std. Sales Order,,"KOREEDA, YUUKI",JP10,,,,,Low Pay,PS Level 2,Delivered Duty Paid
JP10_1000420579,PFIZER JAPAN INC.,NEW,EO10,30696277.0,4000072828,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,JP001,2015-11-11 00:00:00,2015-12-30 00:00:00,2015-12-30 00:00:00,0.0,49.0,Good,16159,JP,,EMC Utility Charges,,,JP10,,0.0,,PROCESSED,Low Pay,PS SMS,Delivered Duty Paid
KR10_1000350521,DATASOLUTION.INC,NEW,,,K1612-262,,,KR001,2016-12-30 00:00:00,2016-12-30 00:00:00,2016-12-30 00:00:00,0.0,0.0,Good,-486,,,,,,KR10,,,,,Low Pay,,
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO10,40538173.0,4000066630,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-07-11 00:00:00,2015-08-30 00:00:00,2015-08-31 00:00:00,1.0,50.0,Good,6839,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Bill Sender and Add
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,,40564107.0,3700144456,CUSTOMER SERVICE,CS HARDWARE,IE007,2015-12-22 00:00:00,2015-12-22 00:00:00,2017-04-30 00:00:00,494.0,0.0,Bad,-1584,IN,,Service and Maint.,,,IE10,,0.0,,PROCESSED,Low Pay,RENEWAL,Bill Sender and Add
AU12_1000191666,DIMENSION DATA AUSTRALIA PTY LTD,LOW,NT07,310036569.0,2700044276,CUSTOMER SERVICE,CS SOFTWARE,AU002,2016-03-31 00:00:00,2016-04-30 00:00:00,2016-05-31 00:00:00,31.0,30.0,Bad,42612,AU,,EMC Std. Sales Order,,"UTTAM, MOTI",AU12,,0.0,,PROCESSED,Low Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000652350,"CHANGHONG IT (HONGKONG) INFORMATION PRODUCTS CO., LIMITED",LOW,LC07,30708812.0,3700144845,BACKUP AND RECOVERY,SOFTWARE,CN001,2015-09-25 00:00:00,2015-12-04 00:00:00,2015-12-10 00:00:00,6.0,70.0,Good,28801,HK,,EMC Std. Sales Order,,"PAN, CHONGLAI",IE10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000223678,NEC CORPORATION,LOW,EO17,320118985.0,4000106754,,CS SOFTWARE,JP001,2017-10-17 00:00:00,2017-12-05 00:00:00,2017-12-05 00:00:00,0.0,49.0,Good,6424,JP,Air,EMC Std. Sales Order,UPS WW Express Saver,,JP10,,,,,Low Pay,PPM Maint,Bill Recipient
JP10_1000355701,TOKYO ELECTRON DEVICE LIMITED,LOW,EO10,30565696.0,4000058218,RECOVERPOINTSW,SOFTWARE,JP001,2015-02-18 00:00:00,2015-03-30 00:00:00,2015-03-31 00:00:00,1.0,40.0,Good,58200,JP,,EMC Std. Sales Order,,,JP10,,,,,High Pay,Product PS level 1,Delivered Duty Paid
AU12_1000131815,MACQUARIE UNIVERSITY,NEW,NT07,310076717.0,2700049822,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,AU002,2016-12-07 00:00:00,2017-01-06 00:00:00,2017-01-06 00:00:00,0.0,30.0,Good,21764,AU,,EMC Std. Sales Order,,"HADWEN, NICK",AU12,,,,,Low Pay,PS Level 2,Carriage and insurance paid to
JP10_1000664935,SOFTBANK COMMERCE & SERVICE CORP,LOW,NT15,30669903.0,4000067249,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-08-04 00:00:00,2015-10-18 00:00:00,2015-09-30 00:00:00,-18.0,75.0,Good,524205,JP,,Contract Eval,,"WAKABAYASHI, SEIJI",JP10,,,,,High Pay,Product PS level 1,Delivered Duty Paid
TH10_1000356316,"VNOHOW (THAILAND) CO., LTD.",HI,,,8933120,,,TH001,2016-05-16 00:00:00,2016-05-16 00:00:00,2016-05-16 00:00:00,0.0,0.0,Good,-1981,,,,,,TH10,,,,,Low Pay,,
IE10_1000269129,GOLDMAN SACHS INDIA SECURITIES PRIVATE LIMITED,LOW,NT07,40731750.0,3700217931,CUSTOMER SERVICE,CS SOFTWARE,IN001,2017-11-27 00:00:00,2017-12-27 00:00:00,,240.0,30.0,Bad,9959,IN,,Service and Maint.,,,IE10,,,,,Low Pay,RENEWAL,
JP10_1000500766,"NET ONE SYSTEMS CO., LTD.",LOW,NT12,310450432.0,4000108857,CUSTOMER SERVICE,CS HARDWARE,JP001,2017-12-08 00:00:00,2018-02-06 00:00:00,2018-01-31 00:00:00,-6.0,60.0,Good,51775,JP,,EMC Std. Sales Order,,"SUZUKI, HIDENORI",JP10,,,,,High Pay,Product PS level 1,Delivered Duty Paid
JP10_1000349528,NS SOLUTIONS CORPORATION,LOW,NT07,310088780.0,4000087071,CUSTOMER SERVICE,CS HARDWARE,JP001,2016-08-16 00:00:00,2016-11-30 00:00:00,2016-10-07 00:00:00,-54.0,106.0,Good,213191,JP,,Contract Eval,,"NIIKURA, TAKAMICHI",JP10,,,,,High Pay,Product PS level 1,Delivered Duty Paid
CN10_1000126192,United Overseas Bank (China) Ltd.,NEW,NT07,,SWN1505-06,,,CN001,2015-05-21 00:00:00,2015-05-21 00:00:00,2015-05-21 00:00:00,0.0,0.0,Good,30,,,,,,CN10,,,,,Low Pay,,
HK10_1000016694,DEUTSCHE BANK AG HONG KONG BRANCH,LOW,NT10,320046375.0,3600013654,,SOFTWARE,HK001,2016-10-27 00:00:00,2016-12-11 00:00:00,2016-11-25 00:00:00,-16.0,45.0,Good,100330,HK,,EMC Utility Charges,,,HK10,,,,,High Pay,PS SMS,Carriage and insurance paid to
IE10_1003913431,BEIJING JOYOU DATA TECHNOLOGY CO. LTD,NEW,NT07,,17074157510745,,,CN001,2017-03-29 00:00:00,2017-03-29 00:00:00,2017-03-29 00:00:00,0.0,0.0,Good,2751,,,,,,IE10,,,,,Low Pay,,
JP10_1000500766,"NET ONE SYSTEMS CO., LTD.",LOW,NT12,310394703.0,4000105531,CLARIION,HARDWARE,JP001,2017-09-22 00:00:00,2017-12-25 00:00:00,2017-11-30 00:00:00,-25.0,94.0,Good,388717,JP,Air,EMC Std. Sales Order,IE to JP - 4 - 6 Day Air MIT JAPAN,"ONO, TAKEHARU",JP10,,,,,High Pay,Product PS level 1,Delivered Duty Paid
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,NT07,310043511.0,3700165456,LEGATO,SOFTWARE,CN001,2016-04-19 00:00:00,2016-05-19 00:00:00,2016-04-27 00:00:00,-22.0,30.0,Good,3360,CN,,EMC Std. Sales Order,,"CHU, YANBING",IE10,,0.0,,MANUAL EXCEL,Low Pay,Product PS level 1,Carriage and insurance paid to
HK10_1000056213,SYNNEX TECHNOLOGY INTERNATIONAL (HK) LTD,LOW,NT07,310391561.0,3600015072,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,HK001,2017-08-04 00:00:00,2017-09-03 00:00:00,2017-09-19 00:00:00,16.0,30.0,Bad,302800,HK,,EMC Std. Sales Order,,"BLUMFIELD, CHRIS",HK10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000236395,"NOX CO., LTD.",LOW,EO10,310272055.0,4000095501,CUSTOMER SERVICE,CS SOFTWARE,JP001,2017-02-07 00:00:00,2017-03-30 00:00:00,2017-03-31 00:00:00,1.0,51.0,Good,1195,JP,,EMC Std. Sales Order,,"TANAKA, MASATOSHI",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
SG10_1000603342,TECH DATA ADVANCED SOLUTIONS (SINGAPORE) PTE LTD,NEW,NT07,310067880.0,4500015201,RECOVERPOINTSW,SOFTWARE,SG002,2016-06-17 00:00:00,2016-07-17 00:00:00,2016-07-29 00:00:00,12.0,30.0,Good,66354,SG,,EMC Std. Sales Order,,"CHUA, WANNEE",SG10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
PH10_1000371197,TOTAL INFORMATION MANAGEMENT CORPORATION,HLD,,30519848.0,1250001855,RECOVERPOINTSW,SOFTWARE,PH001,2015-04-15 00:00:00,2015-04-15 00:00:00,2015-04-15 00:00:00,0.0,0.0,Good,-1006,PH,,EMC Std. Sales Order,,,PH10,,,,,Low Pay,Product PS level 1,Ex Works
